Permissible Value	Label	URL
CL:4023092	inverted pyramidal neuron	<http://purl.obolibrary.org/obo/CL_4023092>
CL:0005006	ionocyte	<http://purl.obolibrary.org/obo/CL_0005006>
CL:0005001	iridoblast	<http://purl.obolibrary.org/obo/CL_0005001>
CL:0000431	iridophore	<http://purl.obolibrary.org/obo/CL_0000431>
CL:0002565	iris pigment epithelial cell	<http://purl.obolibrary.org/obo/CL_0002565>
CL:0000310	iron accumulating cell	<http://purl.obolibrary.org/obo/CL_0000310>
CL:1000325	jejunal goblet cell	<http://purl.obolibrary.org/obo/CL_1000325>
CL:0000482	juvenile hormone secreting cell	<http://purl.obolibrary.org/obo/CL_0000482>
CL:1000618	juxtaglomerular complex cell	<http://purl.obolibrary.org/obo/CL_1000618>
CL:0000311	keratin accumulating cell	<http://purl.obolibrary.org/obo/CL_0000311>
CL:0010000	keratinized cell of hair follicle	<http://purl.obolibrary.org/obo/CL_0010000>
CL:0002170	keratinized cell of the oral mucosa	<http://purl.obolibrary.org/obo/CL_0002170>
CL:0002637	keratinized epithelial cell of the anal canal	<http://purl.obolibrary.org/obo/CL_0002637>
CL:0002221	keratinized squamous cell of esophagus	<http://purl.obolibrary.org/obo/CL_0002221>
CL:0000237	keratinizing barrier epithelial cell	<http://purl.obolibrary.org/obo/CL_0000237>
CL:0000312	keratinocyte	<http://purl.obolibrary.org/obo/CL_0000312>
CL:0002337	keratinocyte stem cell	<http://purl.obolibrary.org/obo/CL_0002337>
CL:0002363	keratocyte	<http://purl.obolibrary.org/obo/CL_0002363>
CL:1001006	kidney afferent arteriole cell	<http://purl.obolibrary.org/obo/CL_1001006>
CL:1001096	kidney afferent arteriole endothelial cell	<http://purl.obolibrary.org/obo/CL_1001096>
CL:1001097	kidney afferent arteriole smooth muscle cell	<http://purl.obolibrary.org/obo/CL_1001097>
CL:1000891	kidney arterial blood vessel cell	<http://purl.obolibrary.org/obo/CL_1000891>
CL:1001066	kidney arteriole smooth muscle cell	<http://purl.obolibrary.org/obo/CL_1001066>
CL:1001064	kidney artery smooth muscle cell	<http://purl.obolibrary.org/obo/CL_1001064>
CL:1000854	kidney blood vessel cell	<http://purl.obolibrary.org/obo/CL_1000854>
CL:1000892	kidney capillary endothelial cell	<http://purl.obolibrary.org/obo/CL_1000892>
CL:1000497	kidney cell	<http://purl.obolibrary.org/obo/CL_1000497>
CL:4030015	kidney collecting duct alpha-intercalated cell	<http://purl.obolibrary.org/obo/CL_4030015>
CL:4030005	kidney collecting duct beta-intercalated cell	<http://purl.obolibrary.org/obo/CL_4030005>
CL:1001225	kidney collecting duct cell	<http://purl.obolibrary.org/obo/CL_1001225>
CL:1000454	kidney collecting duct epithelial cell	<http://purl.obolibrary.org/obo/CL_1000454>
CL:1001432	kidney collecting duct intercalated cell	<http://purl.obolibrary.org/obo/CL_1001432>
CL:1001431	kidney collecting duct principal cell	<http://purl.obolibrary.org/obo/CL_1001431>
CL:4030020	kidney connecting tubule alpha-intercalated cell	<http://purl.obolibrary.org/obo/CL_4030020>
CL:4030021	kidney connecting tubule beta-intercalated cell	<http://purl.obolibrary.org/obo/CL_4030021>
CL:1000768	kidney connecting tubule epithelial cell	<http://purl.obolibrary.org/obo/CL_1000768>
CL:4030019	kidney connecting tubule intercalated cell	<http://purl.obolibrary.org/obo/CL_4030019>
CL:4030018	kidney connecting tubule principal cell	<http://purl.obolibrary.org/obo/CL_4030018>
CL:1000612	kidney corpuscule cell	<http://purl.obolibrary.org/obo/CL_1000612>
CL:1001045	kidney cortex artery cell	<http://purl.obolibrary.org/obo/CL_1001045>
CL:1000549	kidney cortex collecting duct epithelial cell	<http://purl.obolibrary.org/obo/CL_1000549>
CL:1000715	kidney cortex collecting duct intercalated cell	<http://purl.obolibrary.org/obo/CL_1000715>
CL:1000714	kidney cortex collecting duct principal cell	<http://purl.obolibrary.org/obo/CL_1000714>
CL:1000681	kidney cortex interstitial cell	<http://purl.obolibrary.org/obo/CL_1000681>
CL:1001124	kidney cortex peritubular capillary cell	<http://purl.obolibrary.org/obo/CL_1001124>
CL:1000615	kidney cortex tubule cell	<http://purl.obolibrary.org/obo/CL_1000615>
CL:1001052	kidney cortex vein cell	<http://purl.obolibrary.org/obo/CL_1001052>
CL:0002681	kidney cortical cell	<http://purl.obolibrary.org/obo/CL_0002681>
CL:1000849	kidney distal convoluted tubule epithelial cell	<http://purl.obolibrary.org/obo/CL_1000849>
CL:1001009	kidney efferent arteriole cell	<http://purl.obolibrary.org/obo/CL_1001009>
CL:1001099	kidney efferent arteriole endothelial cell	<http://purl.obolibrary.org/obo/CL_1001099>
CL:1001100	kidney efferent arteriole smooth muscle cell	<http://purl.obolibrary.org/obo/CL_1001100>
CL:0002518	kidney epithelial cell	<http://purl.obolibrary.org/obo/CL_0002518>
CL:1000510	kidney glomerular epithelial cell	<http://purl.obolibrary.org/obo/CL_1000510>
CL:0000648	kidney granular cell	<http://purl.obolibrary.org/obo/CL_0000648>
CL:1000617	kidney inner medulla cell	<http://purl.obolibrary.org/obo/CL_1000617>
CL:1000547	kidney inner medulla collecting duct epithelial cell	<http://purl.obolibrary.org/obo/CL_1000547>
CL:1000719	kidney inner medulla collecting duct intercalated cell	<http://purl.obolibrary.org/obo/CL_1000719>
CL:1000718	kidney inner medulla collecting duct principal cell	<http://purl.obolibrary.org/obo/CL_1000718>
CL:1000803	kidney inner medulla interstitial cell	<http://purl.obolibrary.org/obo/CL_1000803>
CL:1000695	kidney interstitial alternatively activated macrophage	<http://purl.obolibrary.org/obo/CL_1000695>
CL:1000500	kidney interstitial cell	<http://purl.obolibrary.org/obo/CL_1000500>
CL:1000692	kidney interstitial fibroblast	<http://purl.obolibrary.org/obo/CL_1000692>
CL:1000693	kidney interstitial fibrocyte	<http://purl.obolibrary.org/obo/CL_1000693>
CL:1000696	kidney interstitial inflammatory macrophage	<http://purl.obolibrary.org/obo/CL_1000696>
CL:1000691	kidney interstitial myofibroblast	<http://purl.obolibrary.org/obo/CL_1000691>
CL:1000697	kidney interstitial suppressor macrophage	<http://purl.obolibrary.org/obo/CL_1000697>
CL:1001016	kidney loop of Henle ascending limb epithelial cell	<http://purl.obolibrary.org/obo/CL_1001016>
CL:1001109	kidney loop of Henle cortical thick ascending limb epithelial cell	<http://purl.obolibrary.org/obo/CL_1001109>
CL:1001021	kidney loop of Henle descending limb epithelial cell	<http://purl.obolibrary.org/obo/CL_1001021>
CL:1000909	kidney loop of Henle epithelial cell	<http://purl.obolibrary.org/obo/CL_1000909>
CL:4030014	kidney loop of Henle long descending thin limb inner medulla epithelial cell	<http://purl.obolibrary.org/obo/CL_4030014>
CL:4030013	kidney loop of Henle long descending thin limb outer medulla epithelial cell	<http://purl.obolibrary.org/obo/CL_4030013>
CL:1001108	kidney loop of Henle medullary thick ascending limb epithelial cell	<http://purl.obolibrary.org/obo/CL_1001108>
CL:4030012	kidney loop of Henle short descending thin limb epithelial cell	<http://purl.obolibrary.org/obo/CL_4030012>
CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	<http://purl.obolibrary.org/obo/CL_1001106>
CL:1001107	kidney loop of Henle thin ascending limb epithelial cell	<http://purl.obolibrary.org/obo/CL_1001107>
CL:1001111	kidney loop of Henle thin descending limb epithelial cell	<http://purl.obolibrary.org/obo/CL_1001111>
CL:1000504	kidney medulla cell	<http://purl.obolibrary.org/obo/CL_1000504>
CL:1000546	kidney medulla collecting duct epithelial cell	<http://purl.obolibrary.org/obo/CL_1000546>
CL:1000682	kidney medulla interstitial cell	<http://purl.obolibrary.org/obo/CL_1000682>
CL:1000606	kidney nerve cell	<http://purl.obolibrary.org/obo/CL_1000606>
CL:1000616	kidney outer medulla cell	<http://purl.obolibrary.org/obo/CL_1000616>
CL:1000548	kidney outer medulla collecting duct epithelial cell	<http://purl.obolibrary.org/obo/CL_1000548>
CL:1000717	kidney outer medulla collecting duct intercalated cell	<http://purl.obolibrary.org/obo/CL_1000717>
CL:1000716	kidney outer medulla collecting duct principal cell	<http://purl.obolibrary.org/obo/CL_1000716>
CL:1000804	kidney outer medulla interstitial cell	<http://purl.obolibrary.org/obo/CL_1000804>
CL:1001123	kidney outer medulla peritubular capillary cell	<http://purl.obolibrary.org/obo/CL_1001123>
CL:1000720	kidney papillary duct intercalated cell	<http://purl.obolibrary.org/obo/CL_1000720>
CL:1000721	kidney papillary duct principal cell	<http://purl.obolibrary.org/obo/CL_1000721>
CL:1000550	kidney papillary duct principal epithelial cell	<http://purl.obolibrary.org/obo/CL_1000550>
CL:1000505	kidney pelvis cell	<http://purl.obolibrary.org/obo/CL_1000505>
CL:1000702	kidney pelvis smooth muscle cell	<http://purl.obolibrary.org/obo/CL_1000702>
CL:1000703	kidney pelvis urothelial cell	<http://purl.obolibrary.org/obo/CL_1000703>
CL:1000838	kidney proximal convoluted tubule epithelial cell	<http://purl.obolibrary.org/obo/CL_1000838>
CL:1000839	kidney proximal straight tubule epithelial cell	<http://purl.obolibrary.org/obo/CL_1000839>
CL:1000699	kidney resident dendritic cell	<http://purl.obolibrary.org/obo/CL_1000699>
CL:1000698	kidney resident macrophage	<http://purl.obolibrary.org/obo/CL_1000698>
CL:1000507	kidney tubule cell	<http://purl.obolibrary.org/obo/CL_1000507>
CL:1000893	kidney venous blood vessel cell	<http://purl.obolibrary.org/obo/CL_1000893>
CL:1001068	kidney venous system smooth muscle cell	<http://purl.obolibrary.org/obo/CL_1001068>
CL:4023130	kisspeptin neuron	<http://purl.obolibrary.org/obo/CL_4023130>
CL:4023187	koniocellular cell	<http://purl.obolibrary.org/obo/CL_4023187>
CL:0000631	labyrinth supporting cell	<http://purl.obolibrary.org/obo/CL_0000631>
CL:0002325	lactocyte	<http://purl.obolibrary.org/obo/CL_0002325>
CL:4033059	lactocyte type 1	<http://purl.obolibrary.org/obo/CL_4033059>
CL:4033060	lactocyte type 2	<http://purl.obolibrary.org/obo/CL_4033060>
CL:4023011	lamp5 GABAergic cortical interneuron	<http://purl.obolibrary.org/obo/CL_4023011>
CL:0002459	langerin-negative dermal dendritic cell	<http://purl.obolibrary.org/obo/CL_0002459>
CL:0002508	"langerin-negative, CD103-negative lymph node dendritic cell"	<http://purl.obolibrary.org/obo/CL_0002508>
CL:0002458	langerin-positive dermal dendritic cell	<http://purl.obolibrary.org/obo/CL_0002458>
CL:0002507	langerin-positive lymph node dendritic cell	<http://purl.obolibrary.org/obo/CL_0002507>
CL:4023088	large basket cell	<http://purl.obolibrary.org/obo/CL_4023088>
CL:1000321	large intestine crypt goblet cell	<http://purl.obolibrary.org/obo/CL_1000321>
CL:1000320	large intestine goblet cell	<http://purl.obolibrary.org/obo/CL_1000320>
CL:0000592	large luteal cell	<http://purl.obolibrary.org/obo/CL_0000592>
CL:0000957	large pre-B-II cell	<http://purl.obolibrary.org/obo/CL_0000957>
CL:0002048	late pro-B cell	<http://purl.obolibrary.org/obo/CL_0002048>
CL:0002151	late promyelocyte	<http://purl.obolibrary.org/obo/CL_0002151>
CL:4030037	late spermatid	<http://purl.obolibrary.org/obo/CL_4030037>
CL:4023035	lateral ganglionic eminence derived neuron	<http://purl.obolibrary.org/obo/CL_4023035>
CL:0011010	lateral mesodermal cell	<http://purl.obolibrary.org/obo/CL_0011010>
CL:0011002	lateral motor column neuron	<http://purl.obolibrary.org/obo/CL_0011002>
CL:1001581	lateral ventricle glial cell	<http://purl.obolibrary.org/obo/CL_1001581>
CL:1001582	lateral ventricle neuron	<http://purl.obolibrary.org/obo/CL_1001582>
CL:0000730	leading edge cell	<http://purl.obolibrary.org/obo/CL_0000730>
CL:0002224	lens epithelial cell	<http://purl.obolibrary.org/obo/CL_0002224>
CL:0011004	lens fiber cell	<http://purl.obolibrary.org/obo/CL_0011004>
CL:0000708	leptomeningeal cell	<http://purl.obolibrary.org/obo/CL_0000708>
CL:0005003	leucoblast	<http://purl.obolibrary.org/obo/CL_0005003>
CL:0000571	leucophore	<http://purl.obolibrary.org/obo/CL_0000571>
CL:0000738	leukocyte	<http://purl.obolibrary.org/obo/CL_0000738>
CL:0000384	ligament cell	<http://purl.obolibrary.org/obo/CL_0000384>
CL:0002229	light chief cell of parathyroid gland	<http://purl.obolibrary.org/obo/CL_0002229>
CL:0002567	light melanocyte	<http://purl.obolibrary.org/obo/CL_0002567>
CL:2000033	limb basal cell of epidermis	<http://purl.obolibrary.org/obo/CL_2000033>
CL:4033093	limbal epithelial stem cell of cornea	<http://purl.obolibrary.org/obo/CL_4033093>
CL:0000213	lining cell	<http://purl.obolibrary.org/obo/CL_0000213>
CL:4033086	lipid-associated macrophage	<http://purl.obolibrary.org/obo/CL_4033086>
CL:0000684	littoral cell of liver	<http://purl.obolibrary.org/obo/CL_0000684>
CL:0002505	liver CD103-negative dendritic cell	<http://purl.obolibrary.org/obo/CL_0002505>
CL:0002506	liver CD103-positive dendritic cell	<http://purl.obolibrary.org/obo/CL_0002506>
CL:2000055	liver dendritic cell	<http://purl.obolibrary.org/obo/CL_2000055>
CL:4047101	liver-resident natural killer cell	<http://purl.obolibrary.org/obo/CL_4047101>
CL:0004001	local interneuron	<http://purl.obolibrary.org/obo/CL_0004001>
CL:0000974	long lived plasma cell	<http://purl.obolibrary.org/obo/CL_0000974>
CL:0002034	long term hematopoietic stem cell	<http://purl.obolibrary.org/obo/CL_0002034>
CL:0008039	lower motor neuron	<http://purl.obolibrary.org/obo/CL_0008039>
CL:1000600	lower urinary tract cell	<http://purl.obolibrary.org/obo/CL_1000600>
CL:4033057	luminal adaptive secretory precursor cell of mammary gland	<http://purl.obolibrary.org/obo/CL_4033057>
CL:0002660	luminal cell of acinus of lactiferous gland	<http://purl.obolibrary.org/obo/CL_0002660>
CL:0002662	luminal cell of lactiferous duct	<http://purl.obolibrary.org/obo/CL_0002662>
CL:0002661	luminal cell of lactiferous terminal ductal lobular unit	<http://purl.obolibrary.org/obo/CL_0002661>
CL:0002340	luminal cell of prostate epithelium	<http://purl.obolibrary.org/obo/CL_0002340>
CL:0002235	luminal cell of prostatic acinus	<http://purl.obolibrary.org/obo/CL_0002235>
CL:4030041	luminal endometrial multiciliated epithelial cell	<http://purl.obolibrary.org/obo/CL_4030041>
CL:4052023	luminal endometrial unciliated epithelial cell	<http://purl.obolibrary.org/obo/CL_4052023>
CL:0002326	luminal epithelial cell of mammary gland	<http://purl.obolibrary.org/obo/CL_0002326>
CL:0002237	luminal epithelial cell of prostatic duct	<http://purl.obolibrary.org/obo/CL_0002237>
CL:4033058	luminal hormone-sensing cell of mammary gland	<http://purl.obolibrary.org/obo/CL_4033058>
CL:1001567	lung endothelial cell	<http://purl.obolibrary.org/obo/CL_1001567>
CL:1000143	lung goblet cell	<http://purl.obolibrary.org/obo/CL_1000143>
CL:4033043	lung interstitial macrophage	<http://purl.obolibrary.org/obo/CL_4033043>
CL:1001603	lung macrophage	<http://purl.obolibrary.org/obo/CL_1001603>
CL:4033018	lung megakaryocyte	<http://purl.obolibrary.org/obo/CL_4033018>
CL:2000016	lung microvascular endothelial cell	<http://purl.obolibrary.org/obo/CL_2000016>
CL:4033045	lung migratory dendritic cell	<http://purl.obolibrary.org/obo/CL_4033045>
CL:1000271	lung multiciliated epithelial cell	<http://purl.obolibrary.org/obo/CL_1000271>
CL:0019015	lung parenchyma resident eosinophil	<http://purl.obolibrary.org/obo/CL_0019015>
CL:4033026	lung perichondrial fibroblast	<http://purl.obolibrary.org/obo/CL_4033026>
CL:0009089	lung pericyte	<http://purl.obolibrary.org/obo/CL_0009089>
CL:4052020	lung resident granzyme K-associated CD8 T cell	<http://purl.obolibrary.org/obo/CL_4052020>
CL:4033038	"lung resident memory CD4-positive, alpha-beta T cell"	<http://purl.obolibrary.org/obo/CL_4033038>
CL:4033040	"lung resident memory CD8-positive, CD103-positive, alpha-beta T cell"	<http://purl.obolibrary.org/obo/CL_4033040>
CL:4033039	"lung resident memory CD8-positive, alpha-beta T cell"	<http://purl.obolibrary.org/obo/CL_4033039>
CL:1000272	lung secretory cell	<http://purl.obolibrary.org/obo/CL_1000272>
CL:0000175	luteal cell	<http://purl.obolibrary.org/obo/CL_0000175>
CL:0000438	luteinizing hormone secreting cell	<http://purl.obolibrary.org/obo/CL_0000438>
CL:0009102	lymph node fibroblastic reticular cell	<http://purl.obolibrary.org/obo/CL_0009102>
CL:0009115	lymph node lymphatic vessel endothelial cell	<http://purl.obolibrary.org/obo/CL_0009115>
CL:0000868	lymph node macrophage	<http://purl.obolibrary.org/obo/CL_0000868>
CL:0009037	lymph node mantle zone B cell	<http://purl.obolibrary.org/obo/CL_0009037>
CL:0009103	lymph node marginal reticular cell	<http://purl.obolibrary.org/obo/CL_0009103>
CL:0009064	lymph node paracortex T cell	<http://purl.obolibrary.org/obo/CL_0009064>
CL:0000887	lymph node subcapsular sinus macrophage	<http://purl.obolibrary.org/obo/CL_0000887>
CL:0000888	lymph node tingible body macrophage	<http://purl.obolibrary.org/obo/CL_0000888>
CL:0005020	lymphangioblast	<http://purl.obolibrary.org/obo/CL_0005020>
CL:0009110	lymphatic endothelial cell of medulla ceiling	<http://purl.obolibrary.org/obo/CL_0009110>
CL:0009107	lymphatic endothelial cell of subcapsular sinus ceiling	<http://purl.obolibrary.org/obo/CL_0009107>
CL:0009108	lymphatic endothelial cell of subcapsular sinus floor	<http://purl.obolibrary.org/obo/CL_0009108>
CL:0009109	lymphatic endothelial cell of trabecula	<http://purl.obolibrary.org/obo/CL_0009109>
CL:0019017	lymphatic vessel smooth muscle cell	<http://purl.obolibrary.org/obo/CL_0019017>
CL:0017005	lymphoblast	<http://purl.obolibrary.org/obo/CL_0017005>
CL:0000542	lymphocyte	<http://purl.obolibrary.org/obo/CL_0000542>
CL:0000945	lymphocyte of B lineage	<http://purl.obolibrary.org/obo/CL_0000945>
CL:0001200	"lymphocyte of B lineage, CD19-positive"	<http://purl.obolibrary.org/obo/CL_0001200>
CL:0009018	lymphocyte of large intestine lamina propria	<http://purl.obolibrary.org/obo/CL_0009018>
CL:0009044	lymphocyte of small intestine lamina propria	<http://purl.obolibrary.org/obo/CL_0009044>
CL:0002474	lymphoid MHC-II-negative classical monocyte	<http://purl.obolibrary.org/obo/CL_0002474>
CL:0002475	lymphoid MHC-II-negative non-classical monocyte	<http://purl.obolibrary.org/obo/CL_0002475>
CL:0000838	lymphoid lineage restricted progenitor cell	<http://purl.obolibrary.org/obo/CL_0000838>
CL:0011018	lymphoid tissue–inducer cell	<http://purl.obolibrary.org/obo/CL_0011018>
CL:0011032	lysosome-rich enterocyte	<http://purl.obolibrary.org/obo/CL_0011032>
CL:0000323	lysozyme secreting cell	<http://purl.obolibrary.org/obo/CL_0000323>
CL:0000126	macroglial cell	<http://purl.obolibrary.org/obo/CL_0000126>
CL:0000235	macrophage	<http://purl.obolibrary.org/obo/CL_0000235>
CL:0002009	macrophage dendritic cell progenitor	<http://purl.obolibrary.org/obo/CL_0002009>
CL:0000517	macrophage derived foam cell	<http://purl.obolibrary.org/obo/CL_0000517>
CL:0009047	macrophage of medullary sinus of lymph node	<http://purl.obolibrary.org/obo/CL_0009047>
CL:1000850	macula densa epithelial cell	<http://purl.obolibrary.org/obo/CL_1000850>
CL:0005008	macular hair cell	<http://purl.obolibrary.org/obo/CL_0005008>
CL:0011003	magnocellular neurosecretory cell	<http://purl.obolibrary.org/obo/CL_0011003>
CL:0000408	male gamete	<http://purl.obolibrary.org/obo/CL_0000408>
CL:0000015	male germ cell	<http://purl.obolibrary.org/obo/CL_0000015>
CL:0000016	male germ line stem cell	<http://purl.obolibrary.org/obo/CL_0000016>
CL:0002238	male gonocyte	<http://purl.obolibrary.org/obo/CL_0002238>
CL:0001064	malignant cell	<http://purl.obolibrary.org/obo/CL_0001064>
CL:0002327	mammary gland epithelial cell	<http://purl.obolibrary.org/obo/CL_0002327>
CL:1001586	mammary gland glandular cell	<http://purl.obolibrary.org/obo/CL_1001586>
CL:2000071	mammary microvascular endothelial cell	<http://purl.obolibrary.org/obo/CL_2000071>
CL:0002451	mammary stem cell	<http://purl.obolibrary.org/obo/CL_0002451>
CL:4023074	mammillary body neuron	<http://purl.obolibrary.org/obo/CL_4023074>
CL:0002310	mammosomatotroph	<http://purl.obolibrary.org/obo/CL_0002310>
CL:0002311	mammotroph	<http://purl.obolibrary.org/obo/CL_0002311>
CL:0009060	marginal zone B cell of lymph node	<http://purl.obolibrary.org/obo/CL_0009060>
CL:0000845	marginal zone B cell of spleen	<http://purl.obolibrary.org/obo/CL_0000845>
CL:0002240	marrow fibroblast	<http://purl.obolibrary.org/obo/CL_0002240>
CL:0000097	mast cell	<http://purl.obolibrary.org/obo/CL_0000097>
CL:0000831	mast cell progenitor	<http://purl.obolibrary.org/obo/CL_0000831>
CL:4030043	matrix D1 medium spiny neuron	<http://purl.obolibrary.org/obo/CL_4030043>
CL:4030047	matrix D2 medium spiny neuron	<http://purl.obolibrary.org/obo/CL_4030047>
CL:0000785	mature B cell	<http://purl.obolibrary.org/obo/CL_0000785>
CL:0000993	mature CD11c-low plasmacytoid dendritic cell	<http://purl.obolibrary.org/obo/CL_0000993>
CL:0000996	mature CD11c-negative plasmacytoid dendritic cell	<http://purl.obolibrary.org/obo/CL_0000996>
CL:0002528	mature CD14-positive dermal dendritic cell	<http://purl.obolibrary.org/obo/CL_0002528>
CL:0002534	mature CD16-positive myeloid dendritic cell	<http://purl.obolibrary.org/obo/CL_0002534>
CL:0001017	mature CD1a-positive Langerhans cell	<http://purl.obolibrary.org/obo/CL_0001017>
CL:0002531	mature CD1a-positive dermal dendritic cell	<http://purl.obolibrary.org/obo/CL_0002531>
CL:0002436	mature CD4 single-positive thymocyte	<http://purl.obolibrary.org/obo/CL_0002436>
CL:0002437	mature CD8 single-positive thymocyte	<http://purl.obolibrary.org/obo/CL_0002437>
CL:0001020	mature CD8-alpha-low Langerhans cell	<http://purl.obolibrary.org/obo/CL_0001020>
CL:0001002	mature CD8-alpha-negative CD11b-negative dendritic cell	<http://purl.obolibrary.org/obo/CL_0001002>
CL:0001003	mature CD8-alpha-negative CD11b-positive dendritic cell	<http://purl.obolibrary.org/obo/CL_0001003>
CL:0001005	mature CD8-alpha-positive CD11b-negative dendritic cell	<http://purl.obolibrary.org/obo/CL_0001005>
CL:0000814	mature NK T cell	<http://purl.obolibrary.org/obo/CL_0000814>
CL:0002419	mature T cell	<http://purl.obolibrary.org/obo/CL_0002419>
CL:0002413	"mature Vgamma1.1-positive, Vdelta6.3-negative thymocyte"	<http://purl.obolibrary.org/obo/CL_0002413>
CL:0002416	"mature Vgamma1.1-positive, Vdelta6.3-positive thymocyte"	<http://purl.obolibrary.org/obo/CL_0002416>
CL:0002409	mature Vgamma2-negative thymocyte	<http://purl.obolibrary.org/obo/CL_0002409>
CL:0002403	mature Vgamma2-positive fetal thymocyte	<http://purl.obolibrary.org/obo/CL_0002403>
CL:0002407	mature Vgamma2-positive thymocyte	<http://purl.obolibrary.org/obo/CL_0002407>
CL:0000791	mature alpha-beta T cell	<http://purl.obolibrary.org/obo/CL_0000791>
CL:0002627	mature astrocyte	<http://purl.obolibrary.org/obo/CL_0002627>
CL:0000043	mature basophil	<http://purl.obolibrary.org/obo/CL_0000043>
CL:0000841	mature conventional dendritic cell	<http://purl.obolibrary.org/obo/CL_0000841>
CL:0002401	mature dendritic epithelial T cell precursor	<http://purl.obolibrary.org/obo/CL_0002401>
CL:0001010	mature dermal dendritic cell	<http://purl.obolibrary.org/obo/CL_0001010>
CL:0000041	mature eosinophil	<http://purl.obolibrary.org/obo/CL_0000041>
CL:0000800	mature gamma-delta T cell	<http://purl.obolibrary.org/obo/CL_0000800>
CL:0001013	mature interstitial dendritic cell	<http://purl.obolibrary.org/obo/CL_0001013>
CL:0002629	mature microglial cell	<http://purl.obolibrary.org/obo/CL_0002629>
CL:0000824	mature natural killer cell	<http://purl.obolibrary.org/obo/CL_0000824>
CL:0000096	mature neutrophil	<http://purl.obolibrary.org/obo/CL_0000096>
CL:0000199	mechanoreceptor cell	<http://purl.obolibrary.org/obo/CL_0000199>
CL:4023069	medial ganglionic eminence derived GABAergic cortical interneuron	<http://purl.obolibrary.org/obo/CL_4023069>
CL:4023063	medial ganglionic eminence derived interneuron	<http://purl.obolibrary.org/obo/CL_4023063>
CL:0004252	medium field retinal amacrine cell	<http://purl.obolibrary.org/obo/CL_0004252>
CL:1001474	medium spiny neuron	<http://purl.obolibrary.org/obo/CL_1001474>
CL:4023045	medulla-projecting glutamatergic neuron of the primary motor cortex	<http://purl.obolibrary.org/obo/CL_4023045>
CL:0009106	medullary reticular cell	<http://purl.obolibrary.org/obo/CL_0009106>
CL:0002365	medullary thymic epithelial cell	<http://purl.obolibrary.org/obo/CL_0002365>
CL:0009071	medullary thymic epithelial cell type 1	<http://purl.obolibrary.org/obo/CL_0009071>
CL:0009072	medullary thymic epithelial cell type 2	<http://purl.obolibrary.org/obo/CL_0009072>
CL:0009073	medullary thymic epithelial cell type 3	<http://purl.obolibrary.org/obo/CL_0009073>
CL:0009074	medullary thymic epithelial cell type 4	<http://purl.obolibrary.org/obo/CL_0009074>
CL:0000556	megakaryocyte	<http://purl.obolibrary.org/obo/CL_0000556>
CL:0000553	megakaryocyte progenitor cell	<http://purl.obolibrary.org/obo/CL_0000553>
CL:0000050	megakaryocyte-erythroid progenitor cell	<http://purl.obolibrary.org/obo/CL_0000050>
CL:4023065	meis2 expressing cortical GABAergic cell	<http://purl.obolibrary.org/obo/CL_4023065>
CL:4042036	melanin-concentrating hormone neuron	<http://purl.obolibrary.org/obo/CL_4042036>
CL:0000541	melanoblast	<http://purl.obolibrary.org/obo/CL_0000541>
CL:0000148	melanocyte	<http://purl.obolibrary.org/obo/CL_0000148>
CL:1000391	melanocyte of eyelid	<http://purl.obolibrary.org/obo/CL_1000391>
CL:1000458	melanocyte of skin	<http://purl.obolibrary.org/obo/CL_1000458>
CL:2000081	melanocyte of skin of face	<http://purl.obolibrary.org/obo/CL_2000081>
CL:0000440	melanocyte stimulating hormone secreting cell	<http://purl.obolibrary.org/obo/CL_0000440>
CL:0002060	melanophage	<http://purl.obolibrary.org/obo/CL_0002060>
CL:0000787	memory B cell	<http://purl.obolibrary.org/obo/CL_0000787>
CL:0001046	memory CCR4-positive regulatory T cell	<http://purl.obolibrary.org/obo/CL_0001046>
CL:0000813	memory T cell	<http://purl.obolibrary.org/obo/CL_0000813>
CL:0002678	memory regulatory T cell	<http://purl.obolibrary.org/obo/CL_0002678>
CL:0000879	meningeal macrophage	<http://purl.obolibrary.org/obo/CL_0000879>
CL:0002379	meningothelial cell	<http://purl.obolibrary.org/obo/CL_0002379>
CL:0000650	mesangial cell	<http://purl.obolibrary.org/obo/CL_0000650>
CL:0000777	mesangial phagocyte	<http://purl.obolibrary.org/obo/CL_0000777>
CL:0008019	mesenchymal cell	<http://purl.obolibrary.org/obo/CL_0008019>
CL:0005021	mesenchymal lymphangioblast	<http://purl.obolibrary.org/obo/CL_0005021>
CL:0000134	mesenchymal stem cell	<http://purl.obolibrary.org/obo/CL_0000134>
CL:0002568	mesenchymal stem cell of Wharton's jelly	<http://purl.obolibrary.org/obo/CL_0002568>
CL:2000080	mesenchymal stem cell of abdominal adipose tissue	<http://purl.obolibrary.org/obo/CL_2000080>
CL:0002570	mesenchymal stem cell of adipose tissue	<http://purl.obolibrary.org/obo/CL_0002570>
CL:4040005	mesenchymal stem cell of apical papilla	<http://purl.obolibrary.org/obo/CL_4040005>
CL:2000079	mesenchymal stem cell of femoral bone marrow	<http://purl.obolibrary.org/obo/CL_2000079>
CL:4040004	mesenchymal stem cell of orbital adipose tissue	<http://purl.obolibrary.org/obo/CL_4040004>
CL:0002540	mesenchymal stem cell of the bone marrow	<http://purl.obolibrary.org/obo/CL_0002540>
