PERMITTED_VALUE	LONG_NAME	DEFINITION
8834/1	Giant Cell Fibroblastoma	An intermediate cutaneous fibrohistiocytic neoplasm typically affecting young patients (predominantly boys), characterized by painless nodules in the dermis or subcutaneous tissues. Morphologically, it contains giant cells and wide vessel-like spaces.  This tumor can recur, but metastases have not been reported.
8835/1	Plexiform Fibrohistiocytic Tumor	An intermediate cutaneous fibrohistiocytic neoplasm that usually affects children and young adults.  It is a multinodular, poorly circumscribed tumor characterized by the presence of multinucleated giant cells, mononuclear histiocyte-like cells, and spindle fibroblast-like cells arranged in a plexiform pattern.
8836/1	Angiomatoid Fibrous Histiocytoma	A low malignant potential soft tissue neoplasm of uncertain differentiation.  It typically affects young patients, presenting as a slowly growing nodular or cystic tumor mass, most often in the subcutaneous tissues of the extremities.  Occasionally, patients have systemic symptoms (anemia, fever, and weight loss).  This tumor has a relatively good prognosis.  A minority of patients develop local recurrences.  Metastases are rare.
8840/0	Myxoma	A benign soft tissue neoplasm characterized by the presence of spindle and stellate cells, lobulated growth pattern, and myxoid stroma formation.
8840/3	Myxosarcoma	An infiltrating malignant soft tissue neoplasm characterized by the presence of immature undifferentiated cells and abundant myxoid stroma formation.
8841/0	Angiomyxoma	A benign soft tissue neoplasm characterized by the presence of neoplastic spindle and stellate cells in a myxoid stroma.
8842/0	Ossifying Fibromyxoid Tumor	A rare soft tissue neoplasm of uncertain lineage characterized by the presence of neoplastic spindle to round cells forming cords in a fibromyxoid stroma.  The lesions are associated with the formation of metaplastic bone.  Most patients present with painless subcutaneous masses.  Recurrences have been reported in a minority of patients.
8842/3	Malignant Ossifying Fibromyxoid Tumor	An ossifying fibromyxoid tumor characterized by the presence of high grade nuclear features or increased cellularity and more than two mitotic figures per 50 HPFs.
8850/0	Lipoma	A benign, usually painless, well-circumscribed lipomatous tumor composed of adipose tissue.
8850/3	Liposarcoma	A usually painless malignant tumor that arises from adipose tissue.  Microscopically, it may contain a spectrum of neoplastic adipocytes ranging from lipoblasts to pleomorphic malignant adipocytes.  Representative morphologic variants include: well differentiated, dedifferentiated, pleomorphic, and myxoid/round cell liposarcoma.  The metastatic potential is higher in less differentiated tumors.
8851/0	Fibrolipoma	A benign well-circumscribed tumor composed of mature adipocytes, characterized by areas of abundant fibrous tissue.
8851/1	Lipofibromatosis	A rare, slow-growing, painless tumor of infancy and early childhood that usually affects the distal extremities. It is characterized by the presence of alternating bands of mature adipose tissue and spindle-cell fibrous tissue, without destruction of the adipose tissue architecture. It does not metastasize, however the rate of local recurrences is high.
8852/0	Fibromyxolipoma	A benign well-circumscribed tumor composed of mature adipocytes, characterized by areas of abundant fibrous tissue and extensive myxoid change.
8852/3	Myxoid/Round Cell Liposarcoma	A liposarcoma characterized by the presence of round non-lipogenic mesenchymal cells and small signet ring lipoblasts within a myxoid stoma with a vascular-branching pattern, or the presence of solid sheets of primitive round cells without myxoid stroma. The tumor is usually well-circumscribed. The majority of cases arise from within the thigh muscles.
8853/3	Round Cell Liposarcoma	A poorly differentiated liposarcoma, characterized by the presence of solid sheets of primitive round mesenchymal cells and the absence of myxoid stroma.
8854/0	Pleomorphic Lipoma	A benign circumscribed tumor characterized by small spindle cells, rounded hyperchromatic cells and multinucleated giant cells with radially arranged nuclei.
8854/3	Pleomorphic Liposarcoma	A liposarcoma characterized by the presence of varying proportions of pleomorphic lipoblasts in a background that resembles undifferentiated pleomorphic sarcoma.  It is the rarest liposarcoma variant and usually has an aggressive clinical course.
8855/3	Mixed Liposarcoma	A malignant neoplasm characterized by the presence of a combination of liposarcomatous morphologic subtypes: myxoid/round cell and well differentiated/dedifferentiated liposarcoma or myxoid/round cell and pleomorphic liposarcoma.
8856/0	Intramuscular Lipoma	A benign tumor, composed of mature adipocytes, that arises within skeletal muscle fibers.
8857/0	Spindle Cell Lipoma	A benign circumscribed tumor composed of spindled cells, adipocytes, and collagen bundles.  There is no evidence of nuclear hyperchromasia or mitotic activity.
8857/3	Fibroblastic Liposarcoma	A liposarcoma characterized by the presence of a fibroblastic component.
8858/3	Dedifferentiated Liposarcoma	An atypical lipomatous tumor/well differentiated liposarcoma that shows progression to a usually non-lipomatous, high grade sarcoma.  The non-lipomatous sarcoma component may be present in the primary lesion or at the site of recurrence.
8860/0	Angiomyolipoma	A neoplasm with perivascular epithelioid cell differentiation often associated with tuberous sclerosis.  It is characterized by a mixture of epithelioid cells, smooth muscle, vessels, and mature adipose tissue.  The kidney is the most common site of involvement.  Other sites of involvement include the liver, lung, lymph nodes, and retroperitoneum.  The vast majority of cases follow a benign clinical course.  However, cases of metastatic angiomyolipomas with sarcomatoid features have been described.
8860/1	Epithelioid Angiomyolipoma	An angiomyolipoma composed exclusively or predominantly of epithelioid cells. It is often associated with cytologic atypia and may recur or metastasize.
8861/0	Angiolipoma	A lipoma with prominent vascularity. The vascular tissue is more abundant at the periphery of the tumor and contains fibrin thrombi. It occurs more frequently in younger individuals as a painful subcutaneous nodule, often on the arms.
8862/0	Chondroid Lipoma	A rare benign adipose tissue neoplasm characterized by nests and cord of abundant univacuolated and multivacuolated lipoblasts and mature adipocytes in a prominent myxoid to hyalinized chondroid matrix admix. It predominantly affects females.
8870/0	Adrenal Gland Myelolipoma	A benign soft tissue lesion arising from the adrenal gland.  It is composed of mature adipose and hematopoietic/lymphoid tissues.
8880/0	Hibernoma	A rare benign slow growing adipose tissue tumor, characterized by the presence of polygonal brown fat cells with multivacuolated and/or granular cytoplasm.  The tumor is usually painless and is most often seen in young adults.
8881/0	Lipoblastomatosis	A benign disorder characterized by the presence of multiple lipoblastomas.
8890/0	Leiomyoma	A well-circumscribed benign smooth muscle neoplasm characterized by the presence of spindle cells with cigar-shaped nuclei, interlacing fascicles, and a whorled pattern.
8890/1	Leiomyomatosis	A condition characterized by the presence of numerous small benign smooth muscle neoplasms located throughout the body.
8890/3	Leiomyosarcoma	An uncommon, aggressive malignant smooth muscle neoplasm, usually occurring in post-menopausal women.  It is characterized by a proliferation of neoplastic spindle cells.  Morphologic variants include epithelioid, granular cell, inflammatory and myxoid leimyosarcomas.
8891/0	Uterine Corpus Epithelioid Leiomyoma	A morphologic variant of uterine corpus leiomyoma characterized by the presence of round or polygonal epithelioid smooth muscle cells forming clusters.
8891/3	Epithelioid Leiomyosarcoma	A morphologic variant of leiomyosarcoma characterized by the presence of epithelioid round cells with eosinophilic to clear cytoplasm.
8892/0	Cellular Leiomyoma	A morphologic variant of classic leiomyoma characterized by a dense cellular infiltrate composed of spindle or round cells with scant cytoplasm and a less obvious interlacing fascicle pattern.
8893/0	Bizarre Leiomyoma	A morphologic variant of leiomyoma characterized by the presence of pleomorphic muscle cells with bizarre hyperchromatic nuclei and eosinophilic cytoplasm.
8894/0	Angioleiomyoma	A benign, slow-growing neoplasm that arises from the dermis or subcutaneous tissue. It is characterized by the presence of well-differentiated smooth muscle cells which are arranged around numerous vessels.
8894/3	Angiomyosarcoma	A malignant smooth muscle neoplasm characterized by the presence of atypical spindle cells and formation of vascular channels.
8895/0	Benign Muscle Neoplasm	A mesenchymal neoplasm that arises from smooth, skeletal, or cardiac muscle and is characterized by the absence of atypical or malignant cytological and architectural features, and absence of invasive features or metastatic potential.
8895/3	Malignant Muscle Neoplasm	A malignant neoplasm affecting the skeletal or smooth muscles.  Malignant neoplasms arising from the skeletal muscles are called rhabdomyosarcomas.  Malignant neoplasms arising from the smooth muscles are called leiomyosarcomas.
8896/0	Myxoid Leiomyoma	A leiomyoma characterized by the presence of abundant myxoid matrix.
8896/3	Myxoid Leiomyosarcoma	A morphologic variant of leiomyosarcoma characterized by the presence of cellular pleomorphism, malignant cells with large nuclei, and a myxoid stroma.
8897/1	Uterine Corpus Smooth Muscle Tumor of Uncertain Malignant Potential	A smooth muscle neoplasm that arises from the uterine corpus and cannot be reliably diagnosed as benign or malignant, because of the presence of ambiguous morphologic findings.
8898/1	Uterine Corpus Metastasizing Leiomyoma	A cytologically benign smooth muscle neoplasm that arises from the uterine corpus and has metastasized to the lungs, abdomen, or lymph nodes. It usually presents in women with a history of benign uterine leiomyomas that have been surgically removed years before the extrauterine neoplasm spread.
8900/0	Rhabdomyoma	A benign neoplasm arising from striated muscle. It is characterized by the presence of rhabdomyoblasts.
8900/3	Rhabdomyosarcoma	A rare aggressive malignant mesenchymal neoplasm arising from skeletal muscle. It usually occurs in children and young adults. Only a small percentage of tumors arise in the skeletal muscle of the extremities. The majority arise in other anatomical sites.
8901/3	Adult Pleomorphic Rhabdomyosarcoma	An aggressive rhabdomyosarcoma occurring in adults.  The neoplasm is characterized by the presence of bizarre round, spindle, and polygonal cells.  Clinical presentation includes a rapidly enlarging painful mass usually in the lower extremities.
8902/3	Rhabdomyosarcoma with Mixed Embryonal and Alveolar Features	A rhabdomyosarcoma composed of embryonic and alveolar components. It is characterized by the presence of spindle cells with myoblastic differentiation, a myxoid stroma, and fibrous septa.  These tumors were previously considered variants of alveolar rhabdomyosarcoma.  The lack of PAX3-FOXO1 fusions in most of these tumors suggests that are biologically and clinically related to embryonal rhabdomyosarcoma.
8903/0	Fetal Rhabdomyoma	A rare benign mesenchymal neoplasm arising from skeletal muscle. It is characterized by the presence of immature spindle and polygonal cells within a scant myxoid stroma. It usually develops in the head and neck region of young children.
8904/0	Adult Cardiac Cellular Rhabdomyoma	A rare cardiac rhabdomyoma occurring in adults.  It is characterized by the presence of neoplastic striated muscle cells with eosinophilic granular cytoplasm and increased cellularity.
8905/0	Genital Rhabdomyoma	A rare benign skeletal muscle neoplasm arising from the female genital tract. It is characterized by the presence of small nucleated rhabdomyoblasts within a fibrous and myxoid stroma.
8910/3	Embryonal Rhabdomyosarcoma	A poorly circumscribed morphologic variant of rhabdomyosarcoma.  It is characterized by the presence of primitive skeletal muscle differentiation in any stage of myogenesis.
8912/3	Spindle Cell Rhabdomyosarcoma	An uncommon variant of rhabdomyosarcoma characterized by the presence of whorls of spindle cells forming a storiform pattern. In children it usually arises in the paratesticular region. In adults it usually arises from the deep soft tissues in the head and neck.
8920/3	Alveolar Rhabdomyosarcoma	A rapidly growing malignant mesenchymal neoplasm. It is characterized by the presence of round cells with myoblastic differentiation and a fibrovascular stroma resembling an alveolar growth pattern. The tumor usually presents in the extremities.
8921/3	Sarcoma with Ganglionic or Neuroectodermal Differentiation	An aggressive malignant mesenchymal neoplasm of the nervous system or soft tissues. It is characterized by the presence of a sarcomatous component (most often rhabdomyosarcoma) and a ganglionic or a neuroectodermal component.
8930/0	Endometrial Stromal Nodule	A non-infiltrating, benign mesenchymal neoplasm arising from the uterine corpus. It is characterized by the presence of neoplastic cells that resemble the cells of the proliferative phase of endometrial stroma and numerous thin-walled small vessels. It usually presents with abnormal uterine bleeding and menorrhagia.
8930/3	Endometrioid Stromal Sarcoma	A malignant, infiltrating mesenchymal tumor arising from the uterine corpus, cervix, vagina, and the ovary. Based on its morphologic characteristics, it is classified as either a low grade or an undifferentiated (high grade) stromal sarcoma. The low grade endometrioid stromal sarcoma is characterized by the presence of oval to spindle-shape cells that resemble the cells of the endometrial stroma, without evidence of significant atypia and pleomorphism. Numerous small vessels are also present. The undifferentiated stromal sarcoma is characterized by an aggressive clinical course, the presence of significant cellular atypia, pleomorphism, and high mitotic activity.
8931/3	Uterine Corpus Low Grade Endometrial Stromal Sarcoma	A rare, indolent, invasive mesenchymal tumor that arises from the endometrial stroma. It is characterized by the presence of a plexiform vasculature, infrequent mitoses, and insignificant cytologic atypia. Late recurrences may occur.
8932/0	Adenomyoma	A benign neoplasm characterized by the presence of a glandular and a mesenchymal (fibromyomatous) component. It occurs in the uterine corpus and the cervix. A variant of adenomyoma associated with glandular architectural complexity is called atypical polypoid adenomyoma. Simple polypectomy is usually curative. Atypical polypoid adenomyoma may recur following polypectomy.
8933/3	Adenosarcoma	A low grade malignant neoplasm characterized by the presence of a benign epithelial component (tubular and cleft-like glands) and a low grade sarcomatous component that contains varying amounts of fibrous and smooth muscle tissues. In a minority of cases, the sarcomatous component contains heterologous elements including striated muscle, cartilage, and fat. It occurs in the uterine corpus, ovary, fallopian tube, cervix, and vagina. It may recur and in a minority of cases may metastasize to distant anatomic sites.
8934/3	Uterine Corpus Carcinofibroma	An uncommon malignant neoplasm arising from the uterine corpus. It is characterized by the presence of a malignant epithelial component and a benign mesenchymal (usually fibrous) component.
8935/1	Stromal Neoplasm	A benign or malignant neoplasm composed of mesenchymal stromal cells.  Representative examples include gastrointestinal stromal tumor, endometrial stromal sarcoma, and prostate stromal sarcoma.
8935/3	Stromal Sarcoma	A malignant neoplasm characterized by the presence of atypical mesenchymal-stromal cells. Representative examples include endometrial stromal sarcoma and prostate stromal sarcoma.
8936/3	Malignant Gastrointestinal Stromal Tumor	A gastrointestinal stromal tumor that is characterized by large size (diameter greater than 10 cm for gastric localization and greater than 5 cm for intestinal localization) or more than 5 mitotic figures per 50 high power fields.
8940/0	Pleomorphic Adenoma	A neoplasm characterized by the presence of benign epithelial and myoepithelial cells and a mesenchymal component that may contain mucoid, myxoid, cartilaginous, or osseous areas. It may be completely or partially encapsulated. It occurs in the parotid gland, submandibular gland, minor salivary glands in the oral cavity, upper respiratory tract, and nasal cavity and paranasal sinuses. It usually presents as a slow growing painless mass. Infrequently, patients may present with pain and facial palsy. It may recur after excision or transform to a malignant neoplasm (carcinoma ex pleomorphic adenoma).
8940/3	Malignant Mixed Neoplasm	A malignant neoplasm composed of a carcinomatous epithelial component and a sarcomatous mesenchymal component. Representative examples include malignant mixed mesodermal (Mullerian) tumor of the female reproductive system and carcinosarcoma of the salivary gland and the lung.
8941/3	Carcinoma ex Pleomorphic Adenoma	A carcinoma arising in a pre-existing pleomorphic adenoma. It most often occurs in the parotid gland and less often in the submandibular gland and minor salivary gland. Patients usually present with a history of a long-standing mass which recently had undergone rapid growth. The prognosis depends on the invasiveness of the malignant component. Patients with non-invasive or minimally invasive tumors usually have a good prognosis following surgical resection. Invasive tumors are usually aggressive and are associated with recurrences and metastases.
8959/0	Cystic Nephroma	A benign encapsulated neoplasm of the kidney, characterized by the presence of cysts separated by septa. There are no solid areas present. The septa are lined by one layer of epithelial cells that have eosinophilic or clear cytoplasm. The cystic spaces contain serous or hemorrhagic fluid.
8960/1	Congenital Mesoblastic Nephroma	A low grade childhood congenital malignant neoplasm arising from the kidney. It is characterized by the presence of fibroblastic cells. The majority of cases occur in the first year of life. Complete excision is usually associated with an excellent prognosis.
8960/3	Wilms Tumor	An embryonal neoplasm characterized by the presence of epithelial, mesenchymal, and blastema components. The vast majority of cases arise from the kidney. A small number of cases with morphologic features resembling Wilms tumor of the kidney have been reported arising from the ovary and the cervix.
8963/3	Rhabdoid Tumor	An aggressive malignant embryonal neoplasm usually occurring during childhood.  It is characterized by the presence of large cells with abundant cytoplasm, large eccentric nucleus, and a prominent nucleolus and it is associated with abnormalities of chromosome 22.  It can arise from the central nervous system, kidney, and the soft tissues.  The prognosis is poor.
8964/3	Clear Cell Sarcoma of the Kidney	A rare pediatric sarcoma affecting the kidney. It is characterized by the presence of epithelioid or spindle cells forming cords or nests, separated by fibrovascular septa. This type of sarcoma frequently metastasizes to the bones.
8966/0	Renomedullary Interstitial Cell Tumor	A benign, asymptomatic kidney tumor arising from renomedullary interstitial cells. It is often found incidentally at the time of nephrectomy in adults. These tumors are either single or multiple and usually measure 1-10 mm in diameter. Microscopically the tumor cells are small, stellate, or spindled cells, embedded in a faintly basophilic stroma reminiscent of renal medullary stroma. (WHO 2016)
8967/0	Ossifying Renal Tumor of Infancy	A benign neoplasm of the kidney occurring in infants. It develops as an intracalyceal mass and is characterized by the presence of osteoid formation, osteoblast-like cells, and spindle cells.
8970/3	Hepatoblastoma	A malignant liver neoplasm that occurs almost exclusively in infants, although isolated cases in older children and adults have been reported. Grossly, hepatoblastoma is solid, well circumscribed, and more often solitary than multiple. Microscopically, most of the tumors are composed exclusively of immature hepatocytic elements. About a fourth of hepatoblastomas contain a stromal component that may be undifferentiated or develop into bone or cartilage. The treatment of choice for hepatoblastoma is surgical excision with adjuvant therapy. Liver transplantation is being increasingly used as well.
8971/3	Pancreatoblastoma	A rare malignant epithelial neoplasm arising from the pancreas. The vast majority of cases occur during childhood. It is characterized by acinar differentiation, the formation of squamoid corpuscles, and the formation of stromal bands. Patients may present with an abdominal mass. Symptoms include pain, weight loss, and diarrhea. It may metastasize to lymph nodes, liver, and distant anatomic sites. Children who do not have metastatic disease at the time of diagnosis usually have a favorable clinical outcome when treated with a combination of surgery and chemotherapy. However, children with metastatic disease at presentation or adult patients usually have a poor prognosis.
8972/3	Pulmonary Blastoma	A malignant neoplasm of the lung composed of tubular structures and immature mesenchymal elements, which may differentiate towards skeletal and smooth muscle, cartilage or a combination of muscle and cartilage.  This is a nodular tumor found in the periphery of the lung.  It can occur at any age.  The prognosis is related to the stage of the disease at the time of resection.  Pulmonary blastoma is divided into two subtypes: epithelial predominant and biphasic.
8973/3	Pleuropulmonary Blastoma	A malignant neoplasm affecting the lungs and/or the pleura.  Pleuropulmonary blastoma is seen in children.  Microscopically, the tumor may show features of chondrosarcoma, leiomyosarcoma, rhabdomyosarcoma, liposarcoma, or undifferentiated sarcoma.
8974/1	Sialoblastoma	A rare, congenital or perinatal, aggressive and potentially low-grade malignant basaloid neoplasm that occurs in the major salivary glands. It typically presents as a mass over the angle of the mandible. Most involve the parotid gland.
8980/3	Carcinosarcoma (Malignant mullerian mixed tumor) (WHO code: 8950/3)	A malignant tumor composed of a mixture of carcinomatous and sarcomatous elements.
8981/3	Malignant Mixed Mesodermal (Mullerian) Tumor	An aggressive malignant tumor of the female reproductive system, affecting predominantly elderly menopausal women.  The endometrium and ovary are the most common sites of tumor origin.  Morphologically, it is a high grade tumor, composed of carcinomatous and sarcomatous elements.
8982/0	Myoepithelial Neoplasm	A benign or malignant epithelial neoplasm characterized by the presence of cells that show myoepithelial differentiation. Based on its morphologic features, it is classified as benign or malignant. A representative example of benign myoepithelioma is benign salivary gland myoepithelioma. Representative examples of malignant myoepithelioma or myoepithelial carcinoma are malignant breast myoepithelioma and salivary gland myoepithelial carcinoma.
8982/3	Malignant Myoepithelioma	An infiltrating malignant epithelial neoplasm characterized by the presence of atypical cells with myoepithelial differentiation. Representative examples include malignant breast myoepithelioma and salivary gland myoepithelial carcinoma.
8983/0	Breast Adenomyoepithelioma	A usually benign neoplasm arising from the breast. It is characterized by the proliferation of cells with myoepithelial differentiation around spaces which are lined by epithelial cells. Rarely, the epithelial and/or myoepithelial cells may undergo malignant transformation. Cases with malignant transformation may follow an aggressive clinical course, including recurrences and local and distant metastases.
8983/3	Malignant Breast Adenomyoepithelioma	An adenomyoepithelioma of the breast in which the epithelial, myoepithelial, or both components have undergone malignant transformation.  Such cases may follow an aggressive clinical course, including recurrences and local and distant metastases.
8990/1	Mesenchymoma	A term describing a soft tissue tumor which consists of two or more mesenchymal lines of differentiation, excluding a fibroblastic line of differentiation.
8991/3	Undifferentiated (Embryonal) Sarcoma	A rare malignant tumor of the liver, the incidence of which is highest in children between 6 and 10 years of age.
8992/0	Pulmonary Hamartoma	A benign neoplasm that arises from the lung.  It is characterized by the presence of mesenchymal tissues admixed with entrapped respiratory epithelium.  The majority of cases are peripheral and asymptomatic.  A minority of cases arise endobronchially and present with signs and symptoms of bronchial obstruction.  Wedge resection or bronchoplastic resection is usually curative.  Recurrence is very rare.
9000/0	Brenner Tumor	A usually benign tumor composed of solid and cystic nests of epithelial cells resembling transitional epithelium; it is surrounded by an abundant stromal component that is dense and fibroblastic in nature.
9000/1	Borderline Ovarian Brenner Tumor	A Brenner tumor of the ovary characterized by papillary structures, nuclear cytologic atypia, and absense of stromal invasion.
9000/3	Malignant Ovarian Brenner Tumor	A Brenner tumor of the ovary characterized by a cytologically malignant cell population and stromal invasion.
9010/0	Fibroadenoma	A benign tumor of the breast characterized by the presence of stromal and epithelial elements. It presents as a painless, solitary, slow growing, firm, and mobile mass. It is the most common benign breast lesion. It usually occurs in women of childbearing age. The majority of fibroadenomas do not recur after complete excision. A slightly increased risk of developing cancer within fibroadenomas or in the breast tissue of patients previously treated for fibroadenomas has been reported.
9011/0	Breast Intracanalicular Fibroadenoma	A morphologic variant of breast fibroadenoma without clinical significance. It is characterized by distortion and compression of the ducts by proliferating stromal cells.
9012/0	Breast Pericanalicular Fibroadenoma	A morphologic variant of breast fibroadenoma without clinical significance. It is characterized by circumferential proliferation of stromal cells around the ducts. This results in the formation of rounded ductal-epithelial structures.
9013/0	Adenofibroma	A benign neoplasm characterized by the presence of connective tissue stroma and epithelial structures. It occurs in the ovary, fallopian tube, uterine corpus, and cervix. Cases of adenofibroma of the ovary with low grade malignant potential have also been reported.
9014/0	Serous Adenofibroma	A benign or borderline adenofibroma characterized by the presence of serous secretory cells and minute cystic spaces filled with watery fluid. A representative example is the ovarian serous adenofibroma.
9014/1	Borderline Ovarian Serous Adenofibroma	A low malignant potential adenofibroma arising from the ovary. It is characterized by an atypical epithelial hyperplasia. The epithelial cells are of serous type. There is no evidence of stromal destructive invasion.
9014/3	Ovarian Serous Adenocarcinofibroma	A malignant neoplasm of the ovary with an invasive epithelial component and a fibrotic stroma. The epithelial component is characterized by the presence of malignant epithelial cells of serous type, forming glandular, papillary, and solid patterns.
9015/0	Mucinous Adenofibroma	A benign or borderline adenofibroma characterized by the presence of epithelial cells which contain intracytoplasmic mucin and a fibrotic stroma. A representative example is the ovarian mucinous adenofibroma.
9015/1	Borderline Ovarian Mucinous Adenofibroma	A low malignant potential adenofibroma of the ovary It is characterized by an atypical epithelial hyperplasia. The epithelial cells contain intracytoplasmic mucin. There is no evidence of stromal destructive invasion.
9015/3	Ovarian Mucinous Adenocarcinofibroma	A malignant neoplasm of the ovary with an invasive epithelial component and a fibrotic stroma. The epithelial component is characterized by the presence of malignant epithelial cells with intracytoplasmic mucin. Cystic spaces are also present which contain mucoid material.
9016/0	Breast Giant Fibroadenoma	A breast fibroadenoma characterized by a very large size. This term has also been used as a synonym for juvenile fibroadenoma by some authors. The latter is characterized by epithelial hyperplasia and an increased stromal cellularity.
9020/0	BENIGN PHYLLODES TUMOR	BENIGN PHYLLODES TUMOR
9020/1	Borderline Phyllodes Tumor	A phylodes tumor with morphologic characteristics which are intermediate between a benign and a malignant phylodes tumor. The stromal sarcomatous changes are of low grade and are often reminiscent of low grade fibrosarcomas.
9020/3	Malignant Phyllodes Tumor	A phylodes tumor with sarcomatous stroma. The sarcomatous component is usually of the fibrosarcomatous type. Liposarcomatous, chondrosarcomatous, osteosarcomatous, or rhabdomyosarcomatous differentiation may also occur in the stroma. It may recur and metastasize following surgical resection. The lung and skeleton are the anatomic sites most frequently involved by metastases.
9030/0	Juvenile Breast Fibroadenoma	A breast fibroadenoma that usually occurs in young women. It is characterized by epithelial hyperplasia and an increased stromal cellularity.
9040/0	Benign Synovial Neoplasm	A benign neoplasm arising from the synovial membrane.  Examples include the diffuse giant cell tumor of tendon sheath and localized giant cell tumor of tendon sheath.
9040/3	Synovial Sarcoma	A malignant neoplasm characterized by the chromosomal translocation t(X;18)(p11;q11).  It can occur at any age, but mainly affects young adults, more commonly males.  Although any site can be affected, the vast majority of the cases arise in the deep soft tissues of extremities, especially around the knee.  Microscopically, synovial sarcoma is classified as monophasic (with a spindle or epithelial cell component) or biphasic (with both spindle and epithelial cell components).  Synovial sarcomas can recur or metastasize to the lungs, bones, and lymph nodes.
9041/3	Spindle Cell Synovial Sarcoma	A synovial sarcoma characterized by the presence of a spindle cell component only.
9042/3	Epithelial Synovial Sarcoma	A synovial sarcoma characterized by the presence of an epithelial cell component only. The epithelial cells are arranged in glandular or papillary structures.
9043/3	Biphasic Synovial Sarcoma	A synovial sarcoma characterized by the presence of both an epithelial and a spindle cell component.
9044/3	Clear Cell Sarcoma of Soft Tissue	A rare malignant neoplasm with melanocytic differentiation characterized by the presence of polygonal or spindle shaped clear cells. This sarcoma usually affects the tendons and aponeuroses and is associated with a poor prognosis due to recurrences and metastases.
9045/3	Biphenotypic Sinonasal Sarcoma	A rare, slow-growing, low-grade soft tissue sarcoma arising from the sinonasal tract. It presents with non-specific obstructive nasal symptoms. Morphologically, it is an infiltrative, cellular spindle cell neoplasm. It is associated with rearrangement of the PAX3 gene.
9050/3	Malignant Mesothelioma	A malignant neoplasm of the pleura or peritoneum, arising from mesothelial cells.  It is associated with exposure to asbestos.
9051/0	Pleural Solitary Fibrous Tumor	A localized neoplasm of probable fibroblastic derivation, that arises from the pleura. It is characterized by the presence of round to spindle-shaped cells, hylanized stroma formation, thin-walled branching blood vessels, and thin bands of collagen.
9051/3	Sarcomatoid Mesothelioma	A diffuse malignant mesothelioma arising from the pleura and less often the peritoneum.  It is characterized by the presence of spindle cells.  Anaplastic morphologic features and multinucleated malignant cells may also be seen.
9052/1	Pleural Well Differentiated Papillary Mesothelial Tumor	A rare, non-invasive, localized or multifocal mesothelial neoplasm that arises from the pleura. It is characterized by the presence of papillae with myxoid fibrovascular cores, lined by a single layer of mesothelial cells.  The clinical course is usually indolent.
9052/3	Epithelioid Mesothelioma	A malignant neoplasm arising from mesothelial cells in the pleura. It is characterized by the presence of neoplastic cells with an epithelioid appearance. In the majority of cases, the neoplastic epithelioid cells lack significant cytologic atypia; mitotic figures are infrequently seen. In a minority of cases, the neoplastic cells are poorly differentiated and there is evidence of nuclear atypia and increased mitotic activity.
9053/3	Biphasic Mesothelioma	A malignant neoplasm arising from mesothelial cells in the pleura. It is characterized by the presence of neoplastic epithelioid cells and sarcomatoid features.
9055/0	Peritoneal Multicystic Mesothelioma	A mesothelial neoplasm that arises from the peritoneum and usually affects young to middle aged females. Grossly, it presents as a large multiloculated tumor mass, usually in the pelvic peritoneum. Histologically it is characterized by the presence of multiple cysts that are lined by one or more layers of mesothelial cells that do not show atypia. Patients usually present with abdominal or pelvic mass and pain. The clinical course is indolent. The tumor may reoccur, but transformation to malignant mesothelioma is rare.
9060/3	Ovarian Dysgerminoma	A malignant germ cell tumor arising from the ovary.  Morphologically, it is identical to seminoma and consists of a monotonous population of germ cells with abundant pale cytoplasm and uniform nuclei.  The stroma invariably contains chronic inflammatory cells, mostly T-lymphocytes. It responds to chemotherapy or radiotherapy and the prognosis relates to the tumor stage.
9061/3	Seminoma	A radiosensitive malignant germ cell tumor found in the testis (especially undescended), and extragonadal sites (anterior mediastinum and pineal gland).  It is characterized by the presence of uniform cells with clear or dense cytoplasm which contains glycogen, and by a large nucleus which contains one or more nucleoli.  The neoplastic germ cells form aggregates separated by fibrous septa.  The fibrous septa contain chronic inflammatory cells, mainly lymphocytes.
9062/3	Testicular Seminoma with High Mitotic Index	A seminoma of the testis characterized by increased cellular pleomorphism, high mitotic activity, and a non-prominent stromal lymphocytic infiltrate.
9063/3	Testicular Spermatocytic Tumor	A testicular germ cell tumor derived from postpubertal-type germ cells. It is characterized by the presence of three cell types: round cells with eosinophilic cytoplasm, small cells with dark nucleus and a small amount of cytoplasm, and mono-or multinucleated giant cells. The neoplastic cells are not cohesive. There is an edematous stroma present; lymphocytic infiltrates are rarely seen. Most patients are older males.
9064/2	Testicular Germ Cell Neoplasia In Situ	A non-invasive lesion of the testis, characterized by the presence of malignant large germ cells with abundant cytoplasm in the seminiferous tubules. It may be associated with undescended or atrophic testis and infertility. The vast majority of cases progress to invasive germ cell tumors.
9064/3	Central Nervous System Germinoma	A malignant germ cell tumor arising from the central nervous system.  It is composed of uniform cells resembling primitive germ cells.  These cells have large, vesicular nuclei, prominent nucleoli and a clear, glycogen-rich cytoplasm.  Additional features are lymphoid or lymphoplasmacytic infiltrates and, less frequently, scattered syncytiotrophoblastic giant cells.  (Adapted from WHO)
9065/3	Nongerminomatous Germ Cell Tumor	A term that refers to teratoma, embryonal carcinoma, yolk sac tumor, choriocarcinoma, or mixed forms of these tumors.
